8 3
-2 -4
-9 -6
-3 3
-1 4
-9 -8
-10 -13
7 1
7 2
15 14
-9 -5
0 6
-9 -4
-6 -5
-3 -6
-3 -9
4 -1
6 5
4 8
4 10
-16 -11
-3 -3
2 -2
-6 -12
4 0
0 -1
5 9
1 7
-12 -7
-7 -6
7 2
-3 -9
-3 -8
0 0
-7 -3
6 12
-15 -11
13 13
-16 -20
5 -1
12 8
-11 -11
-6 -2
-9 -3
-5 0
4 4
5 0
12 6
-5 -9
2 3
11 16
1 7
1 5
-13 -13
-6 -11
-11 -18
6 2
-5 -4
3 8
-2 5
-5 -1
-3 -4
11 6
14 8
3 -1
12 13
12 17
-6 0
-9 -5
-8 -9
-3 -8
-10 -16
-7 -10
-9 -8
1 7
-5 1
-14 -11
-9 -11
5 -1
0 -6
19 16
14 16
7 12
-8 -2
-11 -8
2 1
18 13
1 -5
-6 -9
12 14
3 9
-9 -4
-1 2
-3 -5
11 5
1 -5
-8 -11
2 5
-12 -7
1 7
-9 -6
-12 -14
11 5
-8 -13
13 11
1 3
-8 -2
-11 -5
6 8
-1 -3
3 -3
-2 -8
0 -2
0 3
-7 -1
-2 4
-8 -6
-6 -9
10 4
-6 -11
13 12
-10 -7
-9 -3
-16 -11
-13 -12
0 -3
1 -5
9 4
9 7
-5 -2
2 8
-8 -2
-3 -2
3 0
4 -2
4 -1
5 4
2 6
-16 -10
5 10
-2 -1
-9 -13
-12 -18
-2 -7
-2 -3
-4 0
-5 1
-9 -4
-7 -6
-6 -9
3 -4
-11 -16
-7 -8
-1 3
8 14
-7 -2
-16 -15
1 -3
4 -2
-2 -6
5 4
5 9
-9 -3
-2 2
-1 -1
-8 -12
-2 -9
8 3
0 0
3 8
-3 3
-5 -1
3 2
10 5
-1 -7
-7 -11
4 4
-6 -2
1 7
2 6
-16 -17
1 -3
1 -6
-1 -5
20 20
-1 4
-6 0
-20 -16
-6 -7
8 3
0 -6
10 6
5 6
14 20
-4 2
3 7
9 8
2 -3
7 1
4 1
0 1
1 6
2 8
-3 1
2 1
7 2
13 7
4 1
-8 -6
-7 -2
-11 -5
-5 -2
-12 -14
7 1
-2 -8
1 -2
14 16
-1 5
-7 -1
6 9
5 3
13 8
-5 -11
14 12
8 10
3 8
-5 0
-18 -15
-2 -4
-7 -13
-6 -12
18 16
14 17
5 11
5 11
3 6
4 1
-14 -20
8 3
15 13
-12 -10
-3 3
-6 -1
-8 -6
5 2
-3 -9
4 -1
15 14
0 3
1 7
-12 -7
-1 0
6 3
9 3
19 13
3 2
3 6
-7 -1
-8 -2
-16 -15
-5 -8
-2 -8
-3 -8
2 1
-1 3
3 9
-1 4
-10 -9
-7 -11
4 -2
-7 -12
9 8
-11 -7
-3 4
-5 0
0 1
2 -2
-4 -10
-1 -6
-1 -2
9 13
3 10
-1 4
-11 -11
1 -3
-3 -10
-4 -9
10 9
4 8
-5 1
-21 -17
11 11
2 -3
-12 -18
